"Var2","C","C_1","C_2","L_s","L_1_s","L_2_s","K_s","K_1_s","I","I_1","Y","A","Case"
"28",0.00547029656401352,0.00552163172773633,0.00524801361398712,-0.000394491162409692,-0.000507043723739445,0,0.00716830053155108,0.00716830053155107,0.00279972744888458,0.00279972744888458,0.00485352243195667,0.00250344089742453,"Non-Ricardian Agents omega High"
"29",0.00524666271735682,0.00529787450926872,0.00502491397133582,-0.000393543097092517,-0.000505825165211173,0,0.00689315320063107,0.00689315320063106,0.00258251168288444,0.00258251168288444,0.00463137085603554,0.00237826885255331,"Non-Ricardian Agents omega High"
"30",0.00502874597638468,0.00507957288596989,0.00480866378351724,-0.000390585423156144,-0.000502023635163154,0,0.0066226410513313,0.0066226410513313,0.0023846173789685,0.00238461737896851,0.00441807834344837,0.00225935540992564,"Non-Ricardian Agents omega High"
"31",0.00481685914498742,0.00486708206217347,0.00459939225910532,-0.000385943971843293,-0.000496057927987592,0,0.00635753168281124,0.00635753168281123,0.00220415157599699,0.00220415157599699,0.00421344827153743,0.00214638763942936,"Non-Ricardian Agents omega High"
"32",0.00461123380224661,0.00466067068476393,0.00439717047237401,-0.00037990359508786,-0.000488294166931368,0,0.00609844483207033,0.00609844483207033,0.00203941750379636,0.00203941750379636,0.00401726686265277,0.00203906825745789,"Non-Ricardian Agents omega High"
"33",0.0044120315486345,0.00446053270795838,0.00420201993101453,-0.000372712919084925,-0.0004790519139106,0,0.00584587176110594,0.00584587176110594,0.00188889364933061,0.00188889364933061,0.00382930699829946,0.00193711484458499,"Non-Ricardian Agents omega High"
"34",0.00421935390277321,0.00426679783916202,0.00401392009528968,-0.000364588563886061,-0.000468609593001745,0,0.00560019236073499,0.00560019236073499,0.00175121508825684,0.00175121508825684,0.00364933151869679,0.00184025910235574,"Non-Ricardian Agents omega High"
"35",0.00403325100245781,0.00407954072729958,0.00383281496899546,-0.000355718888178647,-0.00045720930364664,0,0.00536169022919598,0.00536169022919597,0.00162515683508488,0.00162515683508488,0.00347709606896066,0.00174824614723796,"Non-Ricardian Agents omega High"
"36",0.0038537292465151,0.00389878903704544,0.00365861886913831,-0.000346267311893911,-0.000445061091236265,0,0.00513056595497181,0.00513056595497181,0.00150961899212669,0.00150961899212669,0.00331235154617279,0.00166083383987606,"Non-Ricardian Agents omega High"
"37",0.0036807579988297,0.00372453053637972,0.003491221469263,-0.000336375263489698,-0.000432346735284911,0,0.00490694880775962,0.00490694880775961,0.00140361350143534,0.00140361350143534,0.003154846195426,0.00157779214788225,"Non-Ricardian Agents omega High"
"38",0.00351427546231161,0.00355671931066926,0.00333049220071816,-0.000326164793592045,-0.000419223108771732,0,0.00469090701881331,0.00469090701881331,0.00130625232532137,0.00130625232532137,0.0030043273974482,0.00149890254048814,"Non-Ricardian Agents omega High"
"39",0.00335419381852098,0.00339528120381543,0.00317628408667643,-0.000315740892084731,-0.000405825156320811,0,0.00448245681168938,0.00448245681168938,0.00121673690008111,0.00121673690008111,0.00286054318553306,0.00142395741346373,"Non-Ricardian Agents omega High"
"40",0.00320040371794111,0.00324011857575398,0.00302843707530625,-0.00030519354164589,-0.0003922685336338,0,0.00428157032646015,0.00428157032646015,0.00113434872453568,0.00113434872453568,0.0027232435251752,0.00135275954279055,"Non-Ricardian Agents omega High"
